timestamp,m1_error_count,m1_rpm,m1_power_pct,m2_error_count,m2_rpm,m2_power_pct,m3_error_count,m3_rpm,m3_power_pct,m4_error_count,m4_rpm,m4_power_pct,m5_error_count,m5_rpm,m5_power_pct,m6_error_count,m6_rpm,m6_power_pct
1769581159.7197292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581160.0137508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581160.3086455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581160.6061962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581160.905531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581161.2011244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581161.503475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581161.80077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581162.0950766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581162.397068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581162.692409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581162.98929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581163.2859895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581163.582596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581163.877643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581164.1732926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581164.4669693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581164.760353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581165.0558078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581165.3501573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581165.6478908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581165.9464085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581166.2444549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581166.5395732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581166.833645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581167.130933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581167.425648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581167.7231278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581168.0180445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581168.3140492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581168.609855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581168.9119709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581169.2029953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581169.5001419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581169.7968163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581170.0919356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581170.3872564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581170.6792252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581170.972247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581171.2634525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581171.5536737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581171.844197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581172.1383452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581172.4275558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581172.7213564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581173.0106583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581173.3030546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581173.588738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581173.879428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581174.1768982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581174.4691775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581174.7651706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581175.0622258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581175.3548422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581175.6527917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581175.9406188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581176.2342775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581176.5277627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581176.826636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581177.1224196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581177.4167335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581177.7098124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581178.0047073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581178.3043816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581178.5974395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581178.8902423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581179.182314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581179.4765577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581179.7709436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581180.0675397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581180.3667085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581180.6574888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581180.958358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581181.2489355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581181.5447767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581181.8396404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581182.1356156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581182.4259486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581182.7187138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581183.0146224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581183.3110275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581183.604605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581183.8962927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581184.196491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581184.4862108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581184.7799962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581185.0822194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581185.3767588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581185.6715415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581185.9695392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581186.2677755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581186.5587127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581186.8635058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581187.1484523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581187.4570348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581187.7498581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581188.0476274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581188.3547313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581188.6451702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581188.939309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581189.2346134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581189.5229645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581189.8264713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581190.121976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581190.4196436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581190.717503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581191.0134711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581191.312174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581191.6090326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581191.9057038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581192.201489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581192.5083988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581192.7999063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581193.0931084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581193.3893728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581193.6822567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581193.9763026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581194.2706223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581194.5663621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581194.8609216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581195.1565073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581195.4516058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581195.749003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581196.0422063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581196.3406992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581196.6421056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581196.9358616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581197.2373767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769581197.54137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
