case_id,repeat_index,task_profile_id,cmd_idx,mission_id,task_name,task_group,scenario_id,scenario_name,environment_class,obstacle_density,wind_level,link_quality,sensor_quality,disturbance_profile,architecture_id,architecture_name,mapping_profile,adaptation_mode,expected_focus,trigger_policy,duration_sec,preheat_sec,evaluation_window_sec,requires_manual_annotation,notes
CASE_108,2,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S01_OPEN_NOMINAL,Open Nominal,open_field,low,low,nominal,nominal,nominal,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=2;scenario=S01_OPEN_NOMINAL;architecture=ARCH_COMM_REDUCED
CASE_109,2,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=2;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_BASELINE_BALANCED
CASE_110,2,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=2;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_PLANNING_PRIORITY
CASE_111,2,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=2;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_COMM_REDUCED
CASE_112,2,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=2;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_BASELINE_BALANCED
CASE_113,2,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=2;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_PLANNING_PRIORITY
CASE_114,2,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=2;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_COMM_REDUCED
CASE_115,2,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=2;scenario=S04_LINK_DEGRADED;architecture=ARCH_BASELINE_BALANCED
CASE_116,2,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=2;scenario=S04_LINK_DEGRADED;architecture=ARCH_PLANNING_PRIORITY
CASE_117,2,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=2;scenario=S04_LINK_DEGRADED;architecture=ARCH_COMM_REDUCED
CASE_118,2,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S05_COMPOSITE_STRESS,Composite Stress,urban_canyon,high,high,degraded,degraded,planner_stress+downlink_loss+sensor_drop,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=2;scenario=S05_COMPOSITE_STRESS;architecture=ARCH_BASELINE_BALANCED
CASE_119,2,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S05_COMPOSITE_STRESS,Composite Stress,urban_canyon,high,high,degraded,degraded,planner_stress+downlink_loss+sensor_drop,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=2;scenario=S05_COMPOSITE_STRESS;architecture=ARCH_PLANNING_PRIORITY
CASE_120,2,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S05_COMPOSITE_STRESS,Composite Stress,urban_canyon,high,high,degraded,degraded,planner_stress+downlink_loss+sensor_drop,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=2;scenario=S05_COMPOSITE_STRESS;architecture=ARCH_COMM_REDUCED
CASE_121,2,T03_CRUISE_FORWARD,5,5,Cruise Forward,nominal_mission,S01_OPEN_NOMINAL,Open Nominal,open_field,low,low,nominal,nominal,nominal,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,tracking_rmse_or_downlink_loss,240,20,5,yes,repeat=2;scenario=S01_OPEN_NOMINAL;architecture=ARCH_BASELINE_BALANCED
CASE_122,2,T03_CRUISE_FORWARD,5,5,Cruise Forward,nominal_mission,S01_OPEN_NOMINAL,Open Nominal,open_field,low,low,nominal,nominal,nominal,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,tracking_rmse_or_downlink_loss,240,20,5,yes,repeat=2;scenario=S01_OPEN_NOMINAL;architecture=ARCH_PLANNING_PRIORITY
CASE_123,2,T03_CRUISE_FORWARD,5,5,Cruise Forward,nominal_mission,S01_OPEN_NOMINAL,Open Nominal,open_field,low,low,nominal,nominal,nominal,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,tracking_rmse_or_downlink_loss,240,20,5,yes,repeat=2;scenario=S01_OPEN_NOMINAL;architecture=ARCH_COMM_REDUCED
CASE_124,2,T03_CRUISE_FORWARD,5,5,Cruise Forward,nominal_mission,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,tracking_rmse_or_downlink_loss,240,20,5,yes,repeat=2;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_BASELINE_BALANCED
CASE_125,2,T03_CRUISE_FORWARD,5,5,Cruise Forward,nominal_mission,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,tracking_rmse_or_downlink_loss,240,20,5,yes,repeat=2;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_PLANNING_PRIORITY
CASE_126,2,T03_CRUISE_FORWARD,5,5,Cruise Forward,nominal_mission,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,tracking_rmse_or_downlink_loss,240,20,5,yes,repeat=2;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_COMM_REDUCED
CASE_127,2,T03_CRUISE_FORWARD,5,5,Cruise Forward,nominal_mission,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,tracking_rmse_or_downlink_loss,240,20,5,yes,repeat=2;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_BASELINE_BALANCED
CASE_128,2,T03_CRUISE_FORWARD,5,5,Cruise Forward,nominal_mission,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,tracking_rmse_or_downlink_loss,240,20,5,yes,repeat=2;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_PLANNING_PRIORITY
CASE_129,2,T03_CRUISE_FORWARD,5,5,Cruise Forward,nominal_mission,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,tracking_rmse_or_downlink_loss,240,20,5,yes,repeat=2;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_COMM_REDUCED
CASE_130,2,T03_CRUISE_FORWARD,5,5,Cruise Forward,nominal_mission,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,tracking_rmse_or_downlink_loss,240,20,5,yes,repeat=2;scenario=S04_LINK_DEGRADED;architecture=ARCH_BASELINE_BALANCED
CASE_131,2,T03_CRUISE_FORWARD,5,5,Cruise Forward,nominal_mission,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,tracking_rmse_or_downlink_loss,240,20,5,yes,repeat=2;scenario=S04_LINK_DEGRADED;architecture=ARCH_PLANNING_PRIORITY
CASE_132,2,T03_CRUISE_FORWARD,5,5,Cruise Forward,nominal_mission,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,tracking_rmse_or_downlink_loss,240,20,5,yes,repeat=2;scenario=S04_LINK_DEGRADED;architecture=ARCH_COMM_REDUCED
CASE_133,2,T03_CRUISE_FORWARD,5,5,Cruise Forward,nominal_mission,S05_COMPOSITE_STRESS,Composite Stress,urban_canyon,high,high,degraded,degraded,planner_stress+downlink_loss+sensor_drop,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,tracking_rmse_or_downlink_loss,240,20,5,yes,repeat=2;scenario=S05_COMPOSITE_STRESS;architecture=ARCH_BASELINE_BALANCED
CASE_134,2,T03_CRUISE_FORWARD,5,5,Cruise Forward,nominal_mission,S05_COMPOSITE_STRESS,Composite Stress,urban_canyon,high,high,degraded,degraded,planner_stress+downlink_loss+sensor_drop,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,tracking_rmse_or_downlink_loss,240,20,5,yes,repeat=2;scenario=S05_COMPOSITE_STRESS;architecture=ARCH_PLANNING_PRIORITY
CASE_135,2,T03_CRUISE_FORWARD,5,5,Cruise Forward,nominal_mission,S05_COMPOSITE_STRESS,Composite Stress,urban_canyon,high,high,degraded,degraded,planner_stress+downlink_loss+sensor_drop,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,tracking_rmse_or_downlink_loss,240,20,5,yes,repeat=2;scenario=S05_COMPOSITE_STRESS;architecture=ARCH_COMM_REDUCED
CASE_136,2,T04_PLAN_AVOID,24,24,Planning Avoidance,planning_mission,S01_OPEN_NOMINAL,Open Nominal,open_field,low,low,nominal,nominal,nominal,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,planning_time_or_avoid_trigger,240,20,5,yes,repeat=2;scenario=S01_OPEN_NOMINAL;architecture=ARCH_BASELINE_BALANCED
CASE_137,2,T04_PLAN_AVOID,24,24,Planning Avoidance,planning_mission,S01_OPEN_NOMINAL,Open Nominal,open_field,low,low,nominal,nominal,nominal,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,planning_time_or_avoid_trigger,240,20,5,yes,repeat=2;scenario=S01_OPEN_NOMINAL;architecture=ARCH_PLANNING_PRIORITY
CASE_138,2,T04_PLAN_AVOID,24,24,Planning Avoidance,planning_mission,S01_OPEN_NOMINAL,Open Nominal,open_field,low,low,nominal,nominal,nominal,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,planning_time_or_avoid_trigger,240,20,5,yes,repeat=2;scenario=S01_OPEN_NOMINAL;architecture=ARCH_COMM_REDUCED
CASE_139,2,T04_PLAN_AVOID,24,24,Planning Avoidance,planning_mission,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,planning_time_or_avoid_trigger,240,20,5,yes,repeat=2;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_BASELINE_BALANCED
CASE_140,2,T04_PLAN_AVOID,24,24,Planning Avoidance,planning_mission,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,planning_time_or_avoid_trigger,240,20,5,yes,repeat=2;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_PLANNING_PRIORITY
CASE_141,2,T04_PLAN_AVOID,24,24,Planning Avoidance,planning_mission,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,planning_time_or_avoid_trigger,240,20,5,yes,repeat=2;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_COMM_REDUCED
CASE_142,2,T04_PLAN_AVOID,24,24,Planning Avoidance,planning_mission,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,planning_time_or_avoid_trigger,240,20,5,yes,repeat=2;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_BASELINE_BALANCED
CASE_143,2,T04_PLAN_AVOID,24,24,Planning Avoidance,planning_mission,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,planning_time_or_avoid_trigger,240,20,5,yes,repeat=2;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_PLANNING_PRIORITY
CASE_144,2,T04_PLAN_AVOID,24,24,Planning Avoidance,planning_mission,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,planning_time_or_avoid_trigger,240,20,5,yes,repeat=2;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_COMM_REDUCED
CASE_145,2,T04_PLAN_AVOID,24,24,Planning Avoidance,planning_mission,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,planning_time_or_avoid_trigger,240,20,5,yes,repeat=2;scenario=S04_LINK_DEGRADED;architecture=ARCH_BASELINE_BALANCED
CASE_146,2,T04_PLAN_AVOID,24,24,Planning Avoidance,planning_mission,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,planning_time_or_avoid_trigger,240,20,5,yes,repeat=2;scenario=S04_LINK_DEGRADED;architecture=ARCH_PLANNING_PRIORITY
CASE_147,2,T04_PLAN_AVOID,24,24,Planning Avoidance,planning_mission,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,planning_time_or_avoid_trigger,240,20,5,yes,repeat=2;scenario=S04_LINK_DEGRADED;architecture=ARCH_COMM_REDUCED
CASE_148,2,T04_PLAN_AVOID,24,24,Planning Avoidance,planning_mission,S05_COMPOSITE_STRESS,Composite Stress,urban_canyon,high,high,degraded,degraded,planner_stress+downlink_loss+sensor_drop,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,planning_time_or_avoid_trigger,240,20,5,yes,repeat=2;scenario=S05_COMPOSITE_STRESS;architecture=ARCH_BASELINE_BALANCED
CASE_149,2,T04_PLAN_AVOID,24,24,Planning Avoidance,planning_mission,S05_COMPOSITE_STRESS,Composite Stress,urban_canyon,high,high,degraded,degraded,planner_stress+downlink_loss+sensor_drop,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,planning_time_or_avoid_trigger,240,20,5,yes,repeat=2;scenario=S05_COMPOSITE_STRESS;architecture=ARCH_PLANNING_PRIORITY
CASE_150,2,T04_PLAN_AVOID,24,24,Planning Avoidance,planning_mission,S05_COMPOSITE_STRESS,Composite Stress,urban_canyon,high,high,degraded,degraded,planner_stress+downlink_loss+sensor_drop,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,planning_time_or_avoid_trigger,240,20,5,yes,repeat=2;scenario=S05_COMPOSITE_STRESS;architecture=ARCH_COMM_REDUCED
CASE_151,2,T05_RETURN_HOME,17,17,Return Home,recovery,S01_OPEN_NOMINAL,Open Nominal,open_field,low,low,nominal,nominal,nominal,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,mission_reliability_or_gcs_fail,180,20,5,yes,repeat=2;scenario=S01_OPEN_NOMINAL;architecture=ARCH_BASELINE_BALANCED
CASE_152,2,T05_RETURN_HOME,17,17,Return Home,recovery,S01_OPEN_NOMINAL,Open Nominal,open_field,low,low,nominal,nominal,nominal,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,mission_reliability_or_gcs_fail,180,20,5,yes,repeat=2;scenario=S01_OPEN_NOMINAL;architecture=ARCH_PLANNING_PRIORITY
CASE_153,2,T05_RETURN_HOME,17,17,Return Home,recovery,S01_OPEN_NOMINAL,Open Nominal,open_field,low,low,nominal,nominal,nominal,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,mission_reliability_or_gcs_fail,180,20,5,yes,repeat=2;scenario=S01_OPEN_NOMINAL;architecture=ARCH_COMM_REDUCED
CASE_154,2,T05_RETURN_HOME,17,17,Return Home,recovery,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,mission_reliability_or_gcs_fail,180,20,5,yes,repeat=2;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_BASELINE_BALANCED
CASE_155,2,T05_RETURN_HOME,17,17,Return Home,recovery,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,mission_reliability_or_gcs_fail,180,20,5,yes,repeat=2;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_PLANNING_PRIORITY
CASE_156,2,T05_RETURN_HOME,17,17,Return Home,recovery,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,mission_reliability_or_gcs_fail,180,20,5,yes,repeat=2;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_COMM_REDUCED
CASE_157,2,T05_RETURN_HOME,17,17,Return Home,recovery,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,mission_reliability_or_gcs_fail,180,20,5,yes,repeat=2;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_BASELINE_BALANCED
CASE_158,2,T05_RETURN_HOME,17,17,Return Home,recovery,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,mission_reliability_or_gcs_fail,180,20,5,yes,repeat=2;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_PLANNING_PRIORITY
CASE_159,2,T05_RETURN_HOME,17,17,Return Home,recovery,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,mission_reliability_or_gcs_fail,180,20,5,yes,repeat=2;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_COMM_REDUCED
CASE_160,2,T05_RETURN_HOME,17,17,Return Home,recovery,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,mission_reliability_or_gcs_fail,180,20,5,yes,repeat=2;scenario=S04_LINK_DEGRADED;architecture=ARCH_BASELINE_BALANCED
