case_id,repeat_index,task_profile_id,cmd_idx,mission_id,task_name,task_group,scenario_id,scenario_name,environment_class,obstacle_density,wind_level,link_quality,sensor_quality,disturbance_profile,architecture_id,architecture_name,mapping_profile,adaptation_mode,expected_focus,trigger_policy,duration_sec,preheat_sec,evaluation_window_sec,requires_manual_annotation,notes
CASE_161,2,T05_RETURN_HOME,17,17,Return Home,recovery,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,mission_reliability_or_gcs_fail,180,20,5,yes,repeat=2;scenario=S04_LINK_DEGRADED;architecture=ARCH_PLANNING_PRIORITY
CASE_162,2,T05_RETURN_HOME,17,17,Return Home,recovery,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,mission_reliability_or_gcs_fail,180,20,5,yes,repeat=2;scenario=S04_LINK_DEGRADED;architecture=ARCH_COMM_REDUCED
CASE_163,2,T05_RETURN_HOME,17,17,Return Home,recovery,S05_COMPOSITE_STRESS,Composite Stress,urban_canyon,high,high,degraded,degraded,planner_stress+downlink_loss+sensor_drop,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,mission_reliability_or_gcs_fail,180,20,5,yes,repeat=2;scenario=S05_COMPOSITE_STRESS;architecture=ARCH_BASELINE_BALANCED
CASE_164,2,T05_RETURN_HOME,17,17,Return Home,recovery,S05_COMPOSITE_STRESS,Composite Stress,urban_canyon,high,high,degraded,degraded,planner_stress+downlink_loss+sensor_drop,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,mission_reliability_or_gcs_fail,180,20,5,yes,repeat=2;scenario=S05_COMPOSITE_STRESS;architecture=ARCH_PLANNING_PRIORITY
CASE_165,2,T05_RETURN_HOME,17,17,Return Home,recovery,S05_COMPOSITE_STRESS,Composite Stress,urban_canyon,high,high,degraded,degraded,planner_stress+downlink_loss+sensor_drop,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,mission_reliability_or_gcs_fail,180,20,5,yes,repeat=2;scenario=S05_COMPOSITE_STRESS;architecture=ARCH_COMM_REDUCED
CASE_166,2,T06_AUTO_LAND,15,15,Auto Land,landing,S01_OPEN_NOMINAL,Open Nominal,open_field,low,low,nominal,nominal,nominal,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,descent_rate_or_tracking_rmse,150,20,5,yes,repeat=2;scenario=S01_OPEN_NOMINAL;architecture=ARCH_BASELINE_BALANCED
CASE_167,2,T06_AUTO_LAND,15,15,Auto Land,landing,S01_OPEN_NOMINAL,Open Nominal,open_field,low,low,nominal,nominal,nominal,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,descent_rate_or_tracking_rmse,150,20,5,yes,repeat=2;scenario=S01_OPEN_NOMINAL;architecture=ARCH_PLANNING_PRIORITY
CASE_168,2,T06_AUTO_LAND,15,15,Auto Land,landing,S01_OPEN_NOMINAL,Open Nominal,open_field,low,low,nominal,nominal,nominal,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,descent_rate_or_tracking_rmse,150,20,5,yes,repeat=2;scenario=S01_OPEN_NOMINAL;architecture=ARCH_COMM_REDUCED
CASE_169,2,T06_AUTO_LAND,15,15,Auto Land,landing,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,descent_rate_or_tracking_rmse,150,20,5,yes,repeat=2;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_BASELINE_BALANCED
CASE_170,2,T06_AUTO_LAND,15,15,Auto Land,landing,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,descent_rate_or_tracking_rmse,150,20,5,yes,repeat=2;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_PLANNING_PRIORITY
CASE_171,2,T06_AUTO_LAND,15,15,Auto Land,landing,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,descent_rate_or_tracking_rmse,150,20,5,yes,repeat=2;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_COMM_REDUCED
CASE_172,2,T06_AUTO_LAND,15,15,Auto Land,landing,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,descent_rate_or_tracking_rmse,150,20,5,yes,repeat=2;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_BASELINE_BALANCED
CASE_173,2,T06_AUTO_LAND,15,15,Auto Land,landing,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,descent_rate_or_tracking_rmse,150,20,5,yes,repeat=2;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_PLANNING_PRIORITY
CASE_174,2,T06_AUTO_LAND,15,15,Auto Land,landing,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,descent_rate_or_tracking_rmse,150,20,5,yes,repeat=2;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_COMM_REDUCED
CASE_175,2,T06_AUTO_LAND,15,15,Auto Land,landing,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,descent_rate_or_tracking_rmse,150,20,5,yes,repeat=2;scenario=S04_LINK_DEGRADED;architecture=ARCH_BASELINE_BALANCED
CASE_176,2,T06_AUTO_LAND,15,15,Auto Land,landing,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,descent_rate_or_tracking_rmse,150,20,5,yes,repeat=2;scenario=S04_LINK_DEGRADED;architecture=ARCH_PLANNING_PRIORITY
CASE_177,2,T06_AUTO_LAND,15,15,Auto Land,landing,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,descent_rate_or_tracking_rmse,150,20,5,yes,repeat=2;scenario=S04_LINK_DEGRADED;architecture=ARCH_COMM_REDUCED
CASE_178,2,T06_AUTO_LAND,15,15,Auto Land,landing,S05_COMPOSITE_STRESS,Composite Stress,urban_canyon,high,high,degraded,degraded,planner_stress+downlink_loss+sensor_drop,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,descent_rate_or_tracking_rmse,150,20,5,yes,repeat=2;scenario=S05_COMPOSITE_STRESS;architecture=ARCH_BASELINE_BALANCED
CASE_179,2,T06_AUTO_LAND,15,15,Auto Land,landing,S05_COMPOSITE_STRESS,Composite Stress,urban_canyon,high,high,degraded,degraded,planner_stress+downlink_loss+sensor_drop,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,descent_rate_or_tracking_rmse,150,20,5,yes,repeat=2;scenario=S05_COMPOSITE_STRESS;architecture=ARCH_PLANNING_PRIORITY
CASE_180,2,T06_AUTO_LAND,15,15,Auto Land,landing,S05_COMPOSITE_STRESS,Composite Stress,urban_canyon,high,high,degraded,degraded,planner_stress+downlink_loss+sensor_drop,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,descent_rate_or_tracking_rmse,150,20,5,yes,repeat=2;scenario=S05_COMPOSITE_STRESS;architecture=ARCH_COMM_REDUCED
CASE_181,3,T01_AUTO_TAKEOFF,14,4,Auto Takeoff,takeoff,S01_OPEN_NOMINAL,Open Nominal,open_field,low,low,nominal,nominal,nominal,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,control_jitter_or_attitude_peak,150,20,5,yes,repeat=3;scenario=S01_OPEN_NOMINAL;architecture=ARCH_BASELINE_BALANCED
CASE_182,3,T01_AUTO_TAKEOFF,14,4,Auto Takeoff,takeoff,S01_OPEN_NOMINAL,Open Nominal,open_field,low,low,nominal,nominal,nominal,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,control_jitter_or_attitude_peak,150,20,5,yes,repeat=3;scenario=S01_OPEN_NOMINAL;architecture=ARCH_PLANNING_PRIORITY
CASE_183,3,T01_AUTO_TAKEOFF,14,4,Auto Takeoff,takeoff,S01_OPEN_NOMINAL,Open Nominal,open_field,low,low,nominal,nominal,nominal,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,control_jitter_or_attitude_peak,150,20,5,yes,repeat=3;scenario=S01_OPEN_NOMINAL;architecture=ARCH_COMM_REDUCED
CASE_184,3,T01_AUTO_TAKEOFF,14,4,Auto Takeoff,takeoff,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,control_jitter_or_attitude_peak,150,20,5,yes,repeat=3;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_BASELINE_BALANCED
CASE_185,3,T01_AUTO_TAKEOFF,14,4,Auto Takeoff,takeoff,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,control_jitter_or_attitude_peak,150,20,5,yes,repeat=3;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_PLANNING_PRIORITY
CASE_186,3,T01_AUTO_TAKEOFF,14,4,Auto Takeoff,takeoff,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,control_jitter_or_attitude_peak,150,20,5,yes,repeat=3;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_COMM_REDUCED
CASE_187,3,T01_AUTO_TAKEOFF,14,4,Auto Takeoff,takeoff,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,control_jitter_or_attitude_peak,150,20,5,yes,repeat=3;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_BASELINE_BALANCED
CASE_188,3,T01_AUTO_TAKEOFF,14,4,Auto Takeoff,takeoff,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,control_jitter_or_attitude_peak,150,20,5,yes,repeat=3;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_PLANNING_PRIORITY
CASE_189,3,T01_AUTO_TAKEOFF,14,4,Auto Takeoff,takeoff,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,control_jitter_or_attitude_peak,150,20,5,yes,repeat=3;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_COMM_REDUCED
CASE_190,3,T01_AUTO_TAKEOFF,14,4,Auto Takeoff,takeoff,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,control_jitter_or_attitude_peak,150,20,5,yes,repeat=3;scenario=S04_LINK_DEGRADED;architecture=ARCH_BASELINE_BALANCED
CASE_191,3,T01_AUTO_TAKEOFF,14,4,Auto Takeoff,takeoff,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,control_jitter_or_attitude_peak,150,20,5,yes,repeat=3;scenario=S04_LINK_DEGRADED;architecture=ARCH_PLANNING_PRIORITY
CASE_192,3,T01_AUTO_TAKEOFF,14,4,Auto Takeoff,takeoff,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,control_jitter_or_attitude_peak,150,20,5,yes,repeat=3;scenario=S04_LINK_DEGRADED;architecture=ARCH_COMM_REDUCED
CASE_193,3,T01_AUTO_TAKEOFF,14,4,Auto Takeoff,takeoff,S05_COMPOSITE_STRESS,Composite Stress,urban_canyon,high,high,degraded,degraded,planner_stress+downlink_loss+sensor_drop,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,control_jitter_or_attitude_peak,150,20,5,yes,repeat=3;scenario=S05_COMPOSITE_STRESS;architecture=ARCH_BASELINE_BALANCED
CASE_194,3,T01_AUTO_TAKEOFF,14,4,Auto Takeoff,takeoff,S05_COMPOSITE_STRESS,Composite Stress,urban_canyon,high,high,degraded,degraded,planner_stress+downlink_loss+sensor_drop,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,control_jitter_or_attitude_peak,150,20,5,yes,repeat=3;scenario=S05_COMPOSITE_STRESS;architecture=ARCH_PLANNING_PRIORITY
CASE_195,3,T01_AUTO_TAKEOFF,14,4,Auto Takeoff,takeoff,S05_COMPOSITE_STRESS,Composite Stress,urban_canyon,high,high,degraded,degraded,planner_stress+downlink_loss+sensor_drop,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,control_jitter_or_attitude_peak,150,20,5,yes,repeat=3;scenario=S05_COMPOSITE_STRESS;architecture=ARCH_COMM_REDUCED
CASE_196,3,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S01_OPEN_NOMINAL,Open Nominal,open_field,low,low,nominal,nominal,nominal,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=3;scenario=S01_OPEN_NOMINAL;architecture=ARCH_BASELINE_BALANCED
CASE_197,3,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S01_OPEN_NOMINAL,Open Nominal,open_field,low,low,nominal,nominal,nominal,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=3;scenario=S01_OPEN_NOMINAL;architecture=ARCH_PLANNING_PRIORITY
CASE_198,3,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S01_OPEN_NOMINAL,Open Nominal,open_field,low,low,nominal,nominal,nominal,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=3;scenario=S01_OPEN_NOMINAL;architecture=ARCH_COMM_REDUCED
CASE_199,3,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=3;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_BASELINE_BALANCED
CASE_200,3,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=3;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_PLANNING_PRIORITY
CASE_201,3,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=3;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_COMM_REDUCED
CASE_202,3,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=3;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_BASELINE_BALANCED
CASE_203,3,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=3;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_PLANNING_PRIORITY
CASE_204,3,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=3;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_COMM_REDUCED
CASE_205,3,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=3;scenario=S04_LINK_DEGRADED;architecture=ARCH_BASELINE_BALANCED
CASE_206,3,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=3;scenario=S04_LINK_DEGRADED;architecture=ARCH_PLANNING_PRIORITY
CASE_207,3,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=3;scenario=S04_LINK_DEGRADED;architecture=ARCH_COMM_REDUCED
CASE_208,3,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S05_COMPOSITE_STRESS,Composite Stress,urban_canyon,high,high,degraded,degraded,planner_stress+downlink_loss+sensor_drop,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=3;scenario=S05_COMPOSITE_STRESS;architecture=ARCH_BASELINE_BALANCED
CASE_209,3,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S05_COMPOSITE_STRESS,Composite Stress,urban_canyon,high,high,degraded,degraded,planner_stress+downlink_loss+sensor_drop,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=3;scenario=S05_COMPOSITE_STRESS;architecture=ARCH_PLANNING_PRIORITY
CASE_210,3,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S05_COMPOSITE_STRESS,Composite Stress,urban_canyon,high,high,degraded,degraded,planner_stress+downlink_loss+sensor_drop,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=3;scenario=S05_COMPOSITE_STRESS;architecture=ARCH_COMM_REDUCED
CASE_211,3,T03_CRUISE_FORWARD,5,5,Cruise Forward,nominal_mission,S01_OPEN_NOMINAL,Open Nominal,open_field,low,low,nominal,nominal,nominal,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,tracking_rmse_or_downlink_loss,240,20,5,yes,repeat=3;scenario=S01_OPEN_NOMINAL;architecture=ARCH_BASELINE_BALANCED
CASE_212,3,T03_CRUISE_FORWARD,5,5,Cruise Forward,nominal_mission,S01_OPEN_NOMINAL,Open Nominal,open_field,low,low,nominal,nominal,nominal,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,tracking_rmse_or_downlink_loss,240,20,5,yes,repeat=3;scenario=S01_OPEN_NOMINAL;architecture=ARCH_PLANNING_PRIORITY
CASE_213,3,T03_CRUISE_FORWARD,5,5,Cruise Forward,nominal_mission,S01_OPEN_NOMINAL,Open Nominal,open_field,low,low,nominal,nominal,nominal,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,tracking_rmse_or_downlink_loss,240,20,5,yes,repeat=3;scenario=S01_OPEN_NOMINAL;architecture=ARCH_COMM_REDUCED
CASE_214,3,T03_CRUISE_FORWARD,5,5,Cruise Forward,nominal_mission,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,tracking_rmse_or_downlink_loss,240,20,5,yes,repeat=3;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_BASELINE_BALANCED
CASE_215,3,T03_CRUISE_FORWARD,5,5,Cruise Forward,nominal_mission,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,tracking_rmse_or_downlink_loss,240,20,5,yes,repeat=3;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_PLANNING_PRIORITY
